player,squad,pos,age,minutes,npg_per90,ast_per90,sh_per90,sot_per90,crosses_per90,interceptions_per90,tackles_won_per90,fouls_per90,fouled_per90,offsides_per90,market_value_eur,xg_p90,npxg_p90,xa_p90,kp_p90,shots_p90,xg_chain_p90,goals,assists,gk_save_pct,gk_cs_pct,team_goals_against,team_ga_per_game,team_defense_score,team_goals_for,team_gf_per_game,team_attack_score,nationality,tm_position,tm_photo,ss_rating,pass_pct,long_ball_pct,cross_acc_pct,dribble_success_pct,tackles_won_pct,aerial_won_pct,ground_duels_won_pct,total_duels_won_pct,key_passes_per90,big_chances_created_per90,clearances_per90,blocked_shots_per90,outfielder_blocks_per90,interceptions_per90_ss,recoveries_per90,aerial_won_per90,tackles_won_per90_ss,ground_duels_won_per90,errors_per90,possession_won_att_per90,successful_dribbles_per90,final_third_passes_per90,gk_saves_per90,gk_clean_sheets,gk_high_claims_per90,gk_runs_out_per90,gk_punches_per90,gk_crosses_not_claimed,ss_appearances,ss_minutes,norm_key,tm_contract_until,tm_id,tm_contract_checked_at,tm_joined_date,tm_contract_signal
Gideon Mensah,Auxerre,DF,27,2327,0.0,0.08,0.04,0.0,2.471,0.888,1.429,1.429,1.313,0.039,4000000.0,0.001,0.001,0.063,0.65,0.038,0.192,0,2,,,44,1.2941176470588236,0.6808510638297872,34,1.0,0.1111111111111111,Ghana,Left-Back,https://img.a.transfermarkt.technology/portrait/medium/397171-1565700436.jpg?lm=1,6.81,82.34,40.94,24.19,55.17,74.51,41.38,52.33,50.9,0.656,0.116,2.778,0.0,0.154,1.08,4.938,0.463,1.466,3.896,0.077,0.231,0.617,9.336,0.0,6.0,0.0,0.0,0.0,0.0,30.0,2333.0,gideon mensah,,,,,
Ibrahim Osman,Auxerre,"MF,FW",20,625,0.0,0.29,2.59,0.86,1.449,0.87,1.014,1.014,2.029,0.435,7000000.0,0.276,0.276,0.169,0.998,2.567,0.539,0,2,,,44,1.2941176470588236,0.6808510638297872,34,1.0,0.1111111111111111,Ghana,Left Winger,https://img.a.transfermarkt.technology/portrait/medium/1110406-1697036818.jpg?lm=1,6.57,79.88,66.67,10.0,27.27,72.73,37.5,42.47,41.57,1.0,0.143,0.286,0.429,0.0,0.571,3.429,0.857,1.143,4.429,0.0,0.286,0.857,8.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,630.0,ibrahim osman,,,,,
Josué Casimir,Auxerre,"MF,FW",23,1522,0.06,0.0,1.3,0.71,3.195,0.651,1.006,2.012,1.893,0.178,3000000.0,0.163,0.118,0.084,0.596,1.312,0.315,1,0,,,44,1.2941176470588236,0.6808510638297872,34,1.0,0.1111111111111111,Haiti,Right Winger,https://img.a.transfermarkt.technology/portrait/medium/763182-1661006947.jpg?lm=1,6.58,78.87,48.15,16.98,50.0,58.06,50.0,53.28,52.41,0.587,0.059,0.705,0.294,0.0,0.646,3.936,1.469,1.057,4.289,0.059,0.352,0.587,7.696,0.0,0.0,0.0,0.0,0.0,0.0,31.0,1532.0,josue casimir,2028-06-30,763182.0,2026-07-09T08:46:39,2025-07-01,
Kévin Danois,Auxerre,MF,21,2830,0.1,0.03,0.8,0.25,4.14,1.21,1.529,1.051,0.828,0.096,20000000.0,0.067,0.067,0.146,1.641,0.789,0.29,3,1,,,44,1.2941176470588236,0.6808510638297872,34,1.0,0.1111111111111111,France,Central Midfield,https://img.a.transfermarkt.technology/portrait/medium/743496-1672330479.jpg?lm=1,7.02,85.35,68.18,34.11,58.33,60.26,34.88,49.11,47.22,1.683,0.317,0.476,0.19,0.063,1.206,5.905,0.476,1.492,4.381,0.032,0.54,1.111,11.905,0.0,9.0,0.0,0.0,0.0,0.0,33.0,2835.0,kevin danois,2029-06-30,743496.0,2026-07-09T08:46:39,2022-07-01,
Lamine Sy,Auxerre,DF,22,1536,0.0,0.0,0.76,0.12,2.749,1.52,1.696,1.404,0.819,0.175,2500000.0,0.063,0.063,0.087,0.77,0.77,0.277,0,0,,,44,1.2941176470588236,0.6808510638297872,34,1.0,0.1111111111111111,France,Right-Back,https://img.a.transfermarkt.technology/portrait/medium/796865-1700668998.png?lm=1,6.64,83.2,42.5,10.87,32.5,66.67,77.78,49.28,51.02,0.754,0.116,2.205,0.348,0.406,1.393,4.758,0.406,1.625,3.946,0.058,0.348,0.754,7.718,0.0,5.0,0.0,0.0,0.0,0.0,24.0,1551.0,lamine sy,2029-06-30,796865.0,2026-07-09T08:46:39,2025-07-01,
Lassine Sinayoko,Auxerre,"FW,MF",25,2770,0.29,0.13,3.02,1.27,1.039,0.844,0.844,0.974,1.721,0.422,10000000.0,0.436,0.339,0.158,1.281,2.978,0.488,12,4,,,44,1.2941176470588236,0.6808510638297872,34,1.0,0.1111111111111111,Mali,Centre-Forward,https://img.a.transfermarkt.technology/portrait/medium/569140-1635851830.jpg?lm=1,6.99,75.96,65.22,21.21,49.23,57.14,27.94,51.84,43.31,1.295,0.194,0.777,0.777,0.0,0.842,2.946,1.23,0.777,4.112,0.0,0.809,1.036,8.514,0.0,6.0,0.0,0.0,0.0,0.0,32.0,2780.0,lassine sinayoko,2027-06-30,569140.0,2026-07-09T08:46:39,2019-07-01,
Lasso Coulibaly,Auxerre,MF,22,321,0.0,0.0,0.84,0.0,5.0,1.667,1.389,2.778,3.056,0.556,800000.0,0.088,0.088,0.088,1.328,0.996,0.16,0,0,,,44,1.2941176470588236,0.6808510638297872,34,1.0,0.1111111111111111,Cote d'Ivoire,Right Winger,https://img.a.transfermarkt.technology/portrait/medium/658534-1715880766.jpg?lm=1,6.65,77.78,50.0,22.22,65.22,83.33,100.0,54.24,56.45,1.118,0.0,0.0,0.559,0.28,1.398,8.385,0.839,1.398,8.944,0.0,0.28,4.193,9.224,0.0,0.0,0.0,0.0,0.0,0.0,17.0,322.0,lasso coulibaly,2028-06-30,658534.0,2026-07-09T08:46:39,2024-07-01,
Mamoudou Cissokho,Auxerre,FW,17,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,44,1.2941176470588236,0.6808510638297872,34,1.0,0.1111111111111111,France,Right Winger,https://img.a.transfermarkt.technology/portrait/medium/default.jpg?lm=1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,mamoudou cissokho,,,,,
Marvin Senaya,Auxerre,"DF,MF",24,1780,0.05,0.0,0.76,0.25,2.121,1.717,1.566,1.313,1.616,0.051,3000000.0,0.07,0.07,0.012,0.301,0.752,0.129,1,0,,,44,1.2941176470588236,0.6808510638297872,34,1.0,0.1111111111111111,Ghana,Right-Back,https://img.a.transfermarkt.technology/portrait/medium/830890-1732575526.png?lm=1,6.82,76.32,37.08,26.19,14.29,57.89,66.67,59.21,61.47,0.303,0.0,3.885,0.353,0.706,1.715,3.027,2.22,1.665,4.54,0.05,0.202,0.151,4.288,0.0,3.0,0.0,0.0,0.0,0.0,25.0,1784.0,marvin senaya,2029-06-30,830890.0,2026-07-09T08:46:39,2025-07-01,
Naouirou Ahamada,Auxerre,MF,23,682,0.0,0.13,0.79,0.13,0.789,0.658,1.316,0.658,1.184,0.132,3000000.0,0.057,0.057,0.058,0.799,0.799,0.193,0,1,,,44,1.2941176470588236,0.6808510638297872,34,1.0,0.1111111111111111,France,Central Midfield,https://img.a.transfermarkt.technology/portrait/medium/538971-1657181756.jpg?lm=1,6.77,86.04,47.37,16.67,50.0,80.0,60.0,53.06,53.7,0.786,0.131,0.524,0.131,0.131,0.655,5.371,0.393,1.048,3.406,0.0,0.786,1.048,11.397,0.0,1.0,0.0,0.0,0.0,0.0,15.0,687.0,naouirou ahamada,2027-06-30,538971.0,2026-07-09T08:46:39,2026-01-07,
Oussama El Azzouzi,Auxerre,"MF,DF",24,807,0.11,0.0,0.56,0.11,0.0,1.778,1.667,2.0,0.889,0.0,1800000.0,0.076,0.076,0.057,0.987,0.548,0.174,1,0,,,44,1.2941176470588236,0.6808510638297872,34,1.0,0.1111111111111111,Morocco,Defensive Midfield,https://img.a.transfermarkt.technology/portrait/medium/531065-1707127581.jpg?lm=1,6.88,90.67,78.13,0.0,33.33,84.21,73.33,41.89,47.19,0.996,0.111,1.439,0.111,0.332,1.771,4.539,1.218,1.771,3.432,0.0,0.332,0.664,11.734,0.0,0.0,0.0,0.0,0.0,0.0,11.0,813.0,oussama el azzouzi,,,,,
Romain Faivre,Auxerre,"MF,FW",27,581,0.0,0.31,1.7,0.46,2.154,0.923,0.615,0.769,1.538,0.308,4000000.0,0.065,0.065,0.16,1.52,1.672,0.147,0,2,,,44,1.2941176470588236,0.6808510638297872,34,1.0,0.1111111111111111,France,Attacking Midfield,https://img.a.transfermarkt.technology/portrait/medium/555076-1672831296.jpg?lm=1,6.85,82.02,83.33,28.57,54.55,85.71,100.0,58.82,61.11,1.533,0.307,0.767,0.46,0.153,0.767,4.14,0.46,0.92,4.6,0.0,0.307,1.84,9.506,0.0,0.0,0.0,0.0,0.0,0.0,10.0,587.0,romain faivre,2027-06-30,555076.0,2026-07-09T08:46:39,2026-01-15,
Rudy Matondo,Auxerre,MF,17,614,0.0,0.0,0.59,0.0,0.735,1.029,1.029,1.765,1.324,0.147,20000000.0,0.123,0.123,0.016,0.338,0.878,0.207,2,0,,,44,1.2941176470588236,0.6808510638297872,34,1.0,0.1111111111111111,France,Central Midfield,https://img.a.transfermarkt.technology/portrait/medium/1241211-1750676329.jpg?lm=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rudy matondo,,,,,
Ryan Rodin,Auxerre,MF,19,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300000.0,0.0,0.0,0.0,0.0,0.0,0.475,0,0,,,44,1.2941176470588236,0.6808510638297872,34,1.0,0.1111111111111111,France,Centre-Forward,https://img.a.transfermarkt.technology/portrait/medium/default.jpg?lm=1,6.43,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.294,0.0,0.0,0.0,0.0,0.0,0.0,3.0,34.0,ryan rodin,2028-06-30,1010856.0,2026-07-09T08:46:39,2028-06-30,NEW
Sekou Mara,Auxerre,FW,23,1226,0.22,0.15,2.42,0.88,0.0,0.221,0.515,1.985,1.985,0.147,4000000.0,0.223,0.223,0.08,0.658,2.413,0.375,3,2,,,44,1.2941176470588236,0.6808510638297872,34,1.0,0.1111111111111111,France,Centre-Forward,https://img.a.transfermarkt.technology/portrait/medium/557612-1731603567.png?lm=1,6.66,72.8,90.0,0.0,50.0,53.85,42.68,45.6,44.44,0.656,0.146,0.656,0.656,0.0,0.292,1.823,2.553,0.511,4.157,0.0,0.438,1.24,5.543,0.0,0.0,0.0,0.0,0.0,0.0,27.0,1234.0,sekou mara,,,,,
Sinaly Diomande,Auxerre,DF,24,2131,0.08,0.08,0.38,0.17,0.0,1.392,0.717,1.308,1.097,0.084,6000000.0,0.124,0.124,0.022,0.21,0.379,0.106,2,2,,,44,1.2941176470588236,0.6808510638297872,34,1.0,0.1111111111111111,Cote d'Ivoire,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/702441-1672831343.jpg?lm=1,6.9,86.25,45.52,0.0,55.56,60.61,61.29,58.1,59.28,0.169,0.042,4.808,0.084,0.59,1.307,3.374,1.603,0.843,2.573,0.169,0.042,0.211,3.669,0.0,7.0,0.0,0.0,0.0,0.0,24.0,2134.0,sinaly diomande,2027-06-30,702441.0,2026-07-09T08:46:39,2024-08-30,
Telli Siwe,Auxerre,DF,20,315,0.0,0.0,0.57,0.29,0.0,1.429,1.143,0.857,0.0,0.0,1000000.0,0.019,0.019,0.011,0.281,0.562,0.017,0,0,,,44,1.2941176470588236,0.6808510638297872,34,1.0,0.1111111111111111,France,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/1091353-1758200091.jpg?lm=1,6.53,86.42,50.0,0.0,20.0,66.67,33.33,43.75,40.91,0.286,0.0,3.143,0.0,0.571,1.714,2.286,0.571,1.143,2.0,0.0,0.0,0.286,2.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,315.0,telli siwe,2029-06-30,1091353.0,2026-07-09T08:46:39,2025-07-01,
Theo Bair,Auxerre,FW,25,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,44,1.2941176470588236,0.6808510638297872,34,1.0,0.1111111111111111,Canada,Centre-Forward,https://img.a.transfermarkt.technology/portrait/medium/501709-1618858914.jpg?lm=1,6.55,75.0,0.0,0.0,0.0,0.0,100.0,0.0,60.0,0.0,0.0,3.913,0.0,0.0,0.0,0.0,11.739,0.0,0.0,0.0,0.0,0.0,7.826,0.0,0.0,0.0,0.0,0.0,0.0,2.0,23.0,theo bair,2028-06-30,501709.0,2026-07-09T08:46:39,2024-07-16,
Théo De Percin,Auxerre,GK,24,598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400000.0,0.0,0.0,0.0,0.0,0.0,0.033,0,0,62.5,20.0,44,1.2941176470588236,0.6808510638297872,34,1.0,0.1111111111111111,France,Goalkeeper,https://img.a.transfermarkt.technology/portrait/medium/695422-1672329898.jpg?lm=1,6.94,53.88,30.6,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.906,0.0,0.0,0.0,6.04,0.453,0.0,0.0,0.0,0.0,0.0,1.812,2.416,0.0,0.906,1.057,0.453,0.0,8.0,596.0,theo de percin,2029-06-30,695422.0,2026-07-09T08:46:39,2021-03-17,
Tidiane Devernois,Auxerre,MF,17,10,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,300000.0,0.0,0.0,5.583,90.0,0.0,0.372,0,0,,,44,1.2941176470588236,0.6808510638297872,34,1.0,0.1111111111111111,France,Central Midfield,https://img.a.transfermarkt.technology/portrait/medium/default.jpg?lm=1,6.6,60.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,tidiane devernois,2030-06-30,1174032.0,2026-07-09T08:46:39,2026-07-01,NEW
Yvan Zaddy,Auxerre,MF,19,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,44,1.2941176470588236,0.6808510638297872,34,1.0,0.1111111111111111,Cote d'Ivoire,Defensive Midfield,https://img.a.transfermarkt.technology/portrait/medium/default.jpg?lm=1,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,yvan zaddy,,,,,
Axel Camblan,Brest,FW,21,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600000.0,0.0,0.0,0.412,15.0,0.0,1.606,0,0,,,55,1.6176470588235294,0.4468085106382979,43,1.2647058823529411,0.3111111111111111,France,Right Winger,https://img.a.transfermarkt.technology/portrait/medium/924800-1764609816.jpg?lm=1,6.4,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.545,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,axel camblan,2027-06-30,924800.0,2026-07-09T08:46:42,2022-07-01,
Bradley Locko,Brest,DF,23,1286,0.0,0.14,0.14,0.07,2.378,0.699,1.958,0.839,1.259,0.14,6000000.0,0.005,0.005,0.094,0.562,0.141,0.277,0,2,,,55,1.6176470588235294,0.4468085106382979,43,1.2647058823529411,0.3111111111111111,France,Left-Back,https://img.a.transfermarkt.technology/portrait/medium/805908-1639674661.png?lm=1,6.7,77.66,56.86,29.41,50.0,54.72,26.92,60.14,54.88,0.553,0.207,2.074,0.0,0.0,0.76,4.286,0.484,2.005,5.737,0.069,0.207,0.829,5.599,0.0,4.0,0.0,0.0,0.0,0.0,21.0,1302.0,bradley locko,2027-06-30,805908.0,2026-07-09T08:46:42,2023-07-27,
Brendan Chardonnet,Brest,DF,30,2546,0.04,0.11,0.42,0.21,0.247,1.201,0.636,0.989,0.707,0.0,4000000.0,0.036,0.036,0.089,0.352,0.423,0.215,1,3,,,55,1.6176470588235294,0.4468085106382979,43,1.2647058823529411,0.3111111111111111,France,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/250779-1582538208.jpg?lm=1,6.94,84.0,42.13,42.86,50.0,55.56,59.56,57.78,58.85,0.424,0.212,6.466,0.0,1.413,1.131,2.544,2.862,0.707,1.837,0.035,0.106,0.035,3.039,0.0,9.0,0.0,0.0,0.0,0.0,29.0,2547.0,brendan chardonnet,2027-06-30,250779.0,2026-07-09T08:46:42,2013-07-01,
Daouda Guindo,Brest,DF,22,1686,0.05,0.05,1.12,0.27,2.032,1.604,1.604,1.39,0.802,0.214,4500000.0,0.055,0.055,0.043,0.48,1.119,0.172,1,1,,,55,1.6176470588235294,0.4468085106382979,43,1.2647058823529411,0.3111111111111111,Mali,Left-Back,https://img.a.transfermarkt.technology/portrait/medium/671590-1722524207.png?lm=1,6.47,78.07,41.27,24.32,44.44,75.68,66.67,53.85,55.74,0.476,0.053,2.382,0.265,0.424,1.588,3.124,0.635,1.482,2.965,0.0,0.212,0.212,4.341,0.0,4.0,0.0,0.0,0.0,0.0,25.0,1700.0,daouda guindo,,,,,
Grégoire Coudert,Brest,GK,26,2192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,0.0,0.0,0.0,0.0,0.0,0.066,0,0,65.5,25.0,55,1.6176470588235294,0.4468085106382979,43,1.2647058823529411,0.3111111111111111,France,Goalkeeper,https://img.a.transfermarkt.technology/portrait/medium/525155-1632761084.jpg?lm=1,7.16,59.24,39.49,0.0,100.0,0.0,100.0,66.67,85.0,0.0,0.0,0.904,0.0,0.0,0.0,6.901,0.452,0.0,0.246,0.0,0.0,0.041,2.136,3.163,6.0,0.575,0.37,0.37,0.0,25.0,2191.0,gregoire coudert,2027-06-30,525155.0,2026-07-09T08:46:42,2021-07-05,
Hamidou Makalou,Brest,MF,19,341,0.0,0.0,1.06,0.26,3.684,1.316,1.316,0.263,1.053,0.0,1000000.0,0.041,0.041,0.341,2.158,1.233,0.62,0,0,,,55,1.6176470588235294,0.4468085106382979,43,1.2647058823529411,0.3111111111111111,Mali,Defensive Midfield,https://img.a.transfermarkt.technology/portrait/medium/1200289-1701678439.jpg?lm=1,6.64,83.42,44.44,21.43,57.14,83.33,50.0,56.0,55.56,1.74,0.249,0.746,0.249,0.249,1.243,7.707,0.249,1.243,3.481,0.0,0.746,0.994,10.193,0.0,0.0,0.0,0.0,0.0,0.0,17.0,362.0,hamidou makalou,2029-06-30,1200289.0,2026-07-09T08:46:42,2025-03-15,
Hugo Magnetti,Brest,MF,27,2688,0.03,0.03,0.74,0.17,0.87,1.472,1.505,1.037,1.104,0.0,6000000.0,0.02,0.02,0.04,0.562,0.728,0.285,1,1,,,55,1.6176470588235294,0.4468085106382979,43,1.2647058823529411,0.3111111111111111,France,Central Midfield,https://img.a.transfermarkt.technology/portrait/medium/474662-1582538510.jpg?lm=1,6.81,84.21,44.95,28.0,62.96,60.0,54.17,59.11,58.59,0.601,0.067,1.835,0.3,0.1,1.502,5.439,0.434,1.402,4.004,0.2,0.4,0.567,6.641,0.0,8.0,0.0,0.0,0.0,0.0,33.0,2697.0,hugo magnetti,2027-06-30,474662.0,2026-07-09T08:46:42,2018-07-01,
Ibrahim Kanté,Brest,MF,18,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,55,1.6176470588235294,0.4468085106382979,43,1.2647058823529411,0.3111111111111111,France,Right Winger,https://img.a.transfermarkt.technology/portrait/medium/1131159-1727811104.jpg?lm=1,6.5,100.0,0.0,0.0,50.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.25,0.0,0.0,11.25,11.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,ibrahim kante,,,,,
Joris Chotard,Brest,MF,23,2773,0.06,0.03,0.81,0.26,1.656,1.558,1.104,0.909,0.39,0.0,7000000.0,0.041,0.041,0.017,0.355,0.806,0.322,2,1,,,55,1.6176470588235294,0.4468085106382979,43,1.2647058823529411,0.3111111111111111,France,Defensive Midfield,https://img.a.transfermarkt.technology/portrait/medium/624037-1702663463.JPG?lm=1,6.92,80.92,50.96,23.53,33.33,54.55,60.47,53.64,55.15,0.356,0.0,2.884,0.227,0.454,1.523,4.181,0.843,1.167,2.625,0.032,0.194,0.13,6.385,0.0,8.0,0.0,0.0,0.0,0.0,33.0,2777.0,joris chotard,2029-06-30,624037.0,2026-07-09T08:46:42,2025-08-23,
Julien Le Cardinal,Brest,DF,27,328,0.27,0.0,1.37,0.55,0.0,0.833,1.389,0.556,1.111,0.0,1800000.0,0.138,0.138,0.008,0.279,1.393,0.106,1,0,,,55,1.6176470588235294,0.4468085106382979,43,1.2647058823529411,0.3111111111111111,France,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/794349-1727808054.jpg?lm=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,julien le cardinal,,,,,
Junior Diaz,Brest,DF,22,1562,0.0,0.0,0.4,0.06,0.057,1.437,1.034,0.46,0.632,0.0,6000000.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0,,,55,1.6176470588235294,0.4468085106382979,43,1.2647058823529411,0.3111111111111111,Cote d'Ivoire,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/1009596-1693565221.png?lm=1,6.96,85.83,57.47,100.0,75.0,70.37,55.0,74.55,64.35,0.058,0.0,5.769,0.115,1.385,1.385,3.519,1.904,1.096,2.365,0.0,0.058,0.173,3.115,0.0,6.0,0.0,0.0,0.0,0.0,20.0,1560.0,junior diaz,,,,,
Junior Dina Ebimbe,Brest,MF,24,1165,0.39,0.0,2.09,0.7,0.31,0.465,1.24,1.705,1.163,0.233,6000000.0,0.0,0.39,0.0,0.0,2.09,0.0,5,0,,,55,1.6176470588235294,0.4468085106382979,43,1.2647058823529411,0.3111111111111111,Cameroon,Right Midfield,https://img.a.transfermarkt.technology/portrait/medium/536482-1663065378.jpg?lm=1,6.59,76.81,77.78,20.0,17.65,64.0,29.03,41.75,38.81,0.61,0.153,0.992,0.763,0.0,0.458,3.356,0.686,1.22,3.28,0.0,0.61,0.229,4.958,0.0,0.0,0.0,0.0,0.0,0.0,27.0,1180.0,junior dina ebimbe,,,,,
Justin Bourgault,Brest,FW,19,16,0.0,0.0,5.63,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1000000.0,0.253,0.253,0.0,0.0,7.5,0.253,0,0,,,55,1.6176470588235294,0.4468085106382979,43,1.2647058823529411,0.3111111111111111,France,Left-Back,https://img.a.transfermarkt.technology/portrait/medium/1030153-1727207548.png?lm=1,6.1,100.0,100.0,0.0,100.0,0.0,33.33,100.0,50.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,justin bourgault,2029-06-30,1030153.0,2026-07-09T08:46:42,2025-01-24,
Kamory Doumbia,Brest,MF,22,1750,0.26,0.21,2.21,0.72,1.031,1.031,1.546,1.495,1.082,0.103,9000000.0,0.249,0.249,0.222,1.346,2.144,0.646,5,4,,,55,1.6176470588235294,0.4468085106382979,43,1.2647058823529411,0.3111111111111111,Mali,Attacking Midfield,https://img.a.transfermarkt.technology/portrait/medium/671594-1639672362.png?lm=1,6.8,82.45,64.29,20.0,30.36,50.82,28.95,44.8,42.47,1.377,0.561,0.306,0.816,0.0,1.02,5.762,0.561,1.581,5.048,0.051,1.377,0.867,8.363,0.0,1.0,0.0,0.0,0.0,0.0,24.0,1765.0,kamory doumbia,2029-06-30,671594.0,2026-07-09T08:46:42,2024-08-30,
Kenny Lala,Brest,DF,33,2791,0.0,0.1,0.26,0.03,3.419,0.839,0.839,0.548,0.742,0.0,1500000.0,0.008,0.008,0.119,0.838,0.258,0.352,0,3,,,55,1.6176470588235294,0.4468085106382979,43,1.2647058823529411,0.3111111111111111,France,Right-Back,https://img.a.transfermarkt.technology/portrait/medium/174196-1677254936.jpg?lm=1,6.77,77.82,54.12,30.48,42.11,66.67,40.0,52.27,49.7,0.838,0.29,2.643,0.097,0.322,0.999,4.191,0.451,0.838,2.224,0.064,0.097,0.258,7.124,0.0,8.0,0.0,0.0,0.0,0.0,32.0,2792.0,kenny lala,2027-06-30,174196.0,2026-07-09T08:46:42,2023-01-01,
Lucas Tousart,Brest,"MF,DF",28,834,0.11,0.0,0.97,0.32,0.323,0.968,1.29,2.258,0.538,0.0,2000000.0,0.077,0.077,0.053,0.439,0.878,0.232,1,0,,,55,1.6176470588235294,0.4468085106382979,43,1.2647058823529411,0.3111111111111111,France,Central Midfield,https://img.a.transfermarkt.technology/portrait/medium/353948-1691614305.jpg?lm=1,6.65,81.04,56.52,66.67,75.0,41.38,47.5,49.33,48.7,0.42,0.21,1.89,0.105,0.21,0.84,3.466,1.995,1.26,3.886,0.0,0.42,0.315,4.096,0.0,0.0,0.0,0.0,0.0,0.0,24.0,857.0,lucas tousart,2027-06-30,353948.0,2026-07-09T08:46:42,2025-09-01,
Luck Zogbé,Brest,DF,20,288,0.0,0.0,0.94,0.0,3.438,0.938,1.562,2.188,1.562,0.0,1200000.0,0.0,0.0,0.0,0.0,0.94,0.0,0,0,,,55,1.6176470588235294,0.4468085106382979,43,1.2647058823529411,0.3111111111111111,Cote d'Ivoire,Right-Back,https://img.a.transfermarkt.technology/portrait/medium/1144999-1725882803.jpg?lm=1,6.53,76.52,57.14,18.18,28.57,100.0,35.29,36.36,36.0,0.301,0.0,6.321,0.301,0.602,0.903,4.515,1.806,1.505,3.612,0.602,0.0,0.602,4.214,0.0,1.0,0.0,0.0,0.0,0.0,9.0,299.0,luck zogbe,2029-06-30,1144999.0,2026-07-09T08:46:42,2023-10-26,
Ludovic Ajorque,Brest,FW,31,2820,0.26,0.29,1.76,0.54,0.288,0.351,0.639,2.077,1.757,0.447,3000000.0,0.313,0.313,0.121,1.302,1.747,0.521,8,9,,,55,1.6176470588235294,0.4468085106382979,43,1.2647058823529411,0.3111111111111111,France,Centre-Forward,https://img.a.transfermarkt.technology/portrait/medium/283994-1692000251.jpg?lm=1,6.92,69.64,65.31,22.22,66.67,71.43,57.58,45.81,52.8,1.307,0.159,1.371,0.383,0.191,0.414,2.359,5.452,0.638,2.965,0.064,0.67,0.383,5.228,0.0,8.0,0.0,0.0,0.0,0.0,32.0,2823.0,ludovic ajorque,2027-06-30,283994.0,2026-07-09T08:46:42,2025-07-01,
